"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Argentina","2004","Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics","Import","112382","3801","Weight in kilograms","3801"
"Argentina","2004","Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics","Export","11625","1296","Weight in kilograms","1296"
"Argentina","2004","Moulds; for metal or metal carbides, injection or compression types","Import","2622847","154615","Weight in kilograms","154615"
"Argentina","2004","Moulds; for metal or metal carbides, injection or compression types","Export","174343","3499","Weight in kilograms","3499"
"Argentina","2004","Moulds; for metal or metal carbides, other than injection or compression types","Import","747185","48990","Weight in kilograms","48990"
"Argentina","2004","Moulds; for metal or metal carbides, other than injection or compression types","Export","324782","22314","Weight in kilograms","22314"
"Argentina","2004","Moulds; for glass","Import","594690","43783","Weight in kilograms","43783"
"Argentina","2004","Moulds; for glass","Export","828530","162436","Weight in kilograms","162436"
"Argentina","2004","Moulds; for mineral materials","Import","480317","295018","Weight in kilograms","295018"
"Argentina","2004","Moulds; for mineral materials","Export","177096","42589","Weight in kilograms","42589"
"Argentina","2004","Moulds; for rubber or plastics, injection or compression types","Import","28065269","1481337","Weight in kilograms","1481337"
"Argentina","2004","Moulds; for rubber or plastics, injection or compression types","Export","2928641","194824","Weight in kilograms","194824"
"Argentina","2004","Moulds; for rubber or plastics, other than injection or compression types","Import","3961984","107194","Weight in kilograms","107194"
"Argentina","2004","Moulds; for rubber or plastics, other than injection or compression types","Export","392727","16712","Weight in kilograms","16712"
"Argentina","2004","Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like","Import","6120314","373656","Weight in kilograms","373656"
"Argentina","2004","Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like","Export","9905410","696975","Weight in kilograms","696975"
"Argentina","2004","Valves; for oleohydraulic or pneumatic transmissions","Import","8995476","506420","Weight in kilograms","506420"
"Argentina","2004","Valves; for oleohydraulic or pneumatic transmissions","Export","5317242","248106","Weight in kilograms","248106"
"Argentina","2004","Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like","Import","3754104","270507","Weight in kilograms","270507"
"Argentina","2004","Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like","Export","1025821","171491","Weight in kilograms","171491"
"Argentina","2004","Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like","Import","7172249","525042","Weight in kilograms","525042"
"Argentina","2004","Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like","Export","796628","45702","Weight in kilograms","45702"
"Argentina","2004","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","Import","65794918","5013065","Weight in kilograms","5013065"
"Argentina","2004","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","Export","31081369","2506737","Weight in kilograms","2506737"
"Argentina","2004","Taps, cocks, valves and similar appliances; parts thereof","Import","18950186","2234724","Weight in kilograms","2234724"
"Argentina","2004","Taps, cocks, valves and similar appliances; parts thereof","Export","8575111","1075777","Weight in kilograms","1075777"
"Argentina","2004","Ball bearings","Import","37118822","3824855","Number of items","23475312"
"Argentina","2004","Ball bearings","Export","27831657","2600044","Number of items","25213506"
"Argentina","2004","Bearings; tapered roller bearings, including cone and tapered roller assemblies","Import","31362724","3607650","Number of items","7534723"
"Argentina","2004","Bearings; tapered roller bearings, including cone and tapered roller assemblies","Export","705110","88064","Number of items","122484"
"Argentina","2004","Bearings; spherical roller bearings","Import","7210494","478049","Number of items","127244"
"Argentina","2004","Bearings; spherical roller bearings","Export","11797","1234","Number of items","123"
"Argentina","2004","Bearings; needle roller bearings, including cage and needle roller assemblies","Import","7932292","583744","Number of items","18987811"
"Argentina","2004","Bearings; needle roller bearings, including cage and needle roller assemblies","Export","136399","4448","Number of items","103868"
"Argentina","2004","Bearings; cylindrical roller bearings, including cage and roller assemblies n.e.c. in heading no. 8482","Import","6771952","474563","Number of items","566286"
"Argentina","2004","Bearings; cylindrical roller bearings, including cage and roller assemblies n.e.c. in heading no. 8482","Export","307922","8723","Number of items","31356"
"Argentina","2004","Bearings; n.e.c. in heading no. 8482, including combined ball/roller","Import","896383","37703","Number of items","161902"
"Argentina","2004","Bearings; n.e.c. in heading no. 8482, including combined ball/roller","Export","102240","3018","Number of items","12125"
"Argentina","2004","Bearings; parts, balls, needles and rollers","Import","4912997","885469","Weight in kilograms","885469"
"Argentina","2004","Bearings; parts, balls, needles and rollers","Export","43127","5003","Weight in kilograms","5003"
"Argentina","2004","Bearings; parts, (other than balls, needles and rollers)","Import","13495453","1418670","Weight in kilograms","1418670"
"Argentina","2004","Bearings; parts, (other than balls, needles and rollers)","Export","627199","340885","Weight in kilograms","340885"
"Argentina","2004","Transmission shafts (including cam shafts and crank shafts) and cranks","Import","29582066","4387386","Number of items","1316143"
"Argentina","2004","Transmission shafts (including cam shafts and crank shafts) and cranks","Export","2468622","299582","Number of items","87354"
"Argentina","2004","Bearing housings, incorporating ball or roller bearings","Import","1745111","367175","Number of items","241068"
"Argentina","2004","Bearing housings, incorporating ball or roller bearings","Export","39264","5794","Number of items","589"
"Argentina","2004","Bearing housings, not incorporating ball or roller bearings and plain shaft bearings","Import","21234959","1192287","Number of items","11055366"
"Argentina","2004","Bearing housings, not incorporating ball or roller bearings and plain shaft bearings","Export","9624250","742385","Number of items","12786899"
"Argentina","2004","Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters","Import","39801364","5964888","Number of items","2365429"
"Argentina","2004","Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters","Export","8131252","2370115","Number of items","423889"
"Argentina","2004","Pulleys and flywheels, including pulley blocks","Import","13813272","2011700","Number of items","1551809"
"Argentina","2004","Pulleys and flywheels, including pulley blocks","Export","3633331","898318","Number of items","509761"
"Argentina","2004","Clutches and shaft couplings (including universal joints)","Import","6427419","338773","Number of items","291366"
"Argentina","2004","Clutches and shaft couplings (including universal joints)","Export","455289","28958","Number of items","8075"
"Argentina","2004","Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts","Import","10400419","1904003","Weight in kilograms","1904003"
"Argentina","2004","Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts","Export","5184699","617365","Weight in kilograms","617365"
"Argentina","2004","Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal","Import","5539218","368778","Weight in kilograms","368778"
"Argentina","2004","Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal","Export","1837960","179634","Weight in kilograms","179634"
"Argentina","2004","Seals; mechanical","Import","4015361","108650","Weight in kilograms","108650"
"Argentina","2004","Seals; mechanical","Export","252787","8049","Weight in kilograms","8049"
"Argentina","2004","Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings","Import","7271266","321244","Weight in kilograms","321244"
"Argentina","2004","Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings","Export","2729614","231060","Weight in kilograms","231060"
"Argentina","2004","Machines for additive manufacturing; by metal deposit","Import","379915","17559","Weight in kilograms","17559"
"Argentina","2004","Machines for additive manufacturing; by metal deposit","Export","73941","7456","Weight in kilograms","7456"
"Argentina","2004","Machines for additive manufacturing; parts","Import","11191588","493257","Weight in kilograms","493257"
"Argentina","2004","Machines for additive manufacturing; parts","Export","7432574","575171","Weight in kilograms","575171"
"Argentina","2003","Nuclear reactors; parts thereof","Export","1194113","10678","Weight in kilograms","10678"
"Argentina","2003","Nuclear reactors; parts thereof","Import","107833","586","Weight in kilograms","586"
"Argentina","2003","Boilers; watertube boilers with a steam production exceeding 45t per hour","Export","3000","6500","Weight in kilograms","6500"
"Argentina","2003","Boilers; watertube boilers with a steam production exceeding 45t per hour","Import","17361","1754","Weight in kilograms","1754"
"Argentina","2003","Boilers; watertube boilers with a steam production not exceeding 45t per hour","Export","236373","35819","Weight in kilograms","35819"
"Argentina","2003","Boilers; watertube boilers with a steam production not exceeding 45t per hour","Import","203116","13154","Weight in kilograms","13154"
"Argentina","2003","Boilers; vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402","Export","536346","183161","Weight in kilograms","183161"
"Argentina","2003","Boilers; vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402","Import","557114","120163","Weight in kilograms","120163"
"Argentina","2003","Boilers; super-heated water boilers","Export","2204","175","Weight in kilograms","175"
"Argentina","2003","Boilers; super-heated water boilers","Import","13021","21356","Weight in kilograms","21356"
"Argentina","2003","Boilers; parts of steam or other vapour generating boilers","Export","620522","102126","Weight in kilograms","102126"
"Argentina","2003","Boilers; parts of steam or other vapour generating boilers","Import","397204","47582","Weight in kilograms","47582"
"Argentina","2003","Boilers; central heating boilers (excluding those of heading no. 8402)","Export","182221","37135","Number of items","21"
"Argentina","2003","Boilers; central heating boilers (excluding those of heading no. 8402)","Import","2164362","281308","Number of items","5677"
"Argentina","2003","Boilers; parts of central heating boilers (excluding those of heading no. 8402)","Export","36903","12354","Weight in kilograms","12354"
"Argentina","2003","Boilers; parts of central heating boilers (excluding those of heading no. 8402)","Import","308678","28388","Weight in kilograms","28388"
"Argentina","2003","Boilers; auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)","Export","5513","654","Weight in kilograms","654"
"Argentina","2003","Boilers; auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)","Import","83774","24309","Weight in kilograms","24309"
"Argentina","2003","Boilers; condensers, for steam or other vapour power units","Import","35321","450","Weight in kilograms","450"
"Argentina","2003","Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units","Import","79226","3047","Weight in kilograms","3047"
"Argentina","2003","Generators; producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers","Export","1391","732","Weight in kilograms","732"
"Argentina","2003","Generators; producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers","Import","64088","524","Weight in kilograms","524"
"Argentina","2003","Generators; parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers","Import","26918","123","Weight in kilograms","123"
"Argentina","2003","Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW","Import","467857","9859","Number of items","5"
"Argentina","2003","Turbines; parts of steam and other vapour turbines","Export","38569","965","Weight in kilograms","965"
"Argentina","2003","Turbines; parts of steam and other vapour turbines","Import","778249","2280","Weight in kilograms","2280"
"Argentina","2003","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","Export","119486","3308","Number of items","4"
"Argentina","2003","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","Import","322678","6866","Number of items","17"
"Argentina","2003","Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines","Export","5516","291","Number of items","2"
"Argentina","2003","Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines","Import","2431392","115314","Number of items","1118"
"Argentina","2003","Engines; for marine propulsion, (other than outboard motors), spark-ignition reciprocating or rotary internal combustion piston engines","Import","209579","11442","Number of items","37"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity not exceeding 50cc","Export","12220","866","No Quantity",""
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity not exceeding 50cc","Import","44501","10080","Number of items","480"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc","Export","5370","878","Number of items","15"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc","Import","255081","48062","Number of items","2096"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 250cc but not exceeding 1000cc","Export","22424","3745","Number of items","17"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 250cc but not exceeding 1000cc","Import","1233920","127779","Number of items","1468"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc","Export","1019748","96638","Number of items","647"
"Argentina","2003","Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc","Import","60918366","8566503","Number of items","71630"
"Argentina","2003","Engines; rotary internal combustion piston engines, for other than aircraft or marine propulsion","Export","314978","41578","Number of items","2043"
"Argentina","2003","Engines; rotary internal combustion piston engines, for other than aircraft or marine propulsion","Import","2840309","268692","Number of items","14723"
"Argentina","2003","Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)","Export","118615","56442","Number of items","11"
"Argentina","2003","Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)","Import","9430444","608036","Number of items","297"
"Argentina","2003","Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87","Export","51612630","7106144","Number of items","19837"
"Argentina","2003","Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87","Import","74411321","7166896","Number of items","29987"
"Argentina","2003","Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87","Export","333406","52033","No Quantity",""
"Argentina","2003","Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87","Import","5477635","601731","Number of items","1322"
"Argentina","2003","Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines)","Export","974919","6954","Weight in kilograms","6954"
"Argentina","2003","Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines)","Import","472895","4120","Weight in kilograms","4120"
"Argentina","2003","Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","Export","54599551","13595634","Weight in kilograms","13595634"
"Argentina","2003","Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","Import","27698346","5346608","Weight in kilograms","5346608"
"Argentina","2003","Engines; parts for internal combustion piston engines (excluding spark-ignition)","Export","32707786","4864058","Weight in kilograms","4864058"
"Argentina","2003","Engines; parts for internal combustion piston engines (excluding spark-ignition)","Import","58692901","9528934","Weight in kilograms","9528934"
"Argentina","2003","Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW","Export","204192","3745","No Quantity",""
"Argentina","2003","Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW","Import","121017","3571","Number of items","23"
"Argentina","2003","Turbines; hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW","Export","121","25","No Quantity",""
"Argentina","2003","Turbines; hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW","Import","19050","2755","Number of items","2"
"Argentina","2003","Turbines; parts of hydraulic turbines and water wheels, including regulators","Export","1466556","330899","Weight in kilograms","330899"
"Argentina","2003","Turbines; parts of hydraulic turbines and water wheels, including regulators","Import","57201","3520","Weight in kilograms","3520"
"Argentina","2003","Turbo-jets; of a thrust not exceeding 25kN","Import","9155","707","Number of items","2"
"Argentina","2003","Turbo-jets; of a thrust exceeding 25kN","Export","110000","3250","Number of items",""
"Argentina","2003","Turbo-propellers; of a power not exceeding 1100kW","Export","214393","356","Number of items","1"
"Argentina","2003","Turbo-propellers; of a power not exceeding 1100kW","Import","709095","851","Number of items","5"
"Argentina","2003","Turbo-propellers; of a power exceeding 1100kW","Import","139260","195","Number of items","1"
"Argentina","2003","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW","Export","6390400","29331","Number of items","46"
"Argentina","2003","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW","Import","4826792","17047","Number of items","10"
"Argentina","2003","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW","Export","1100000","3410","Number of items","3"
"Argentina","2003","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW","Import","10870637","14182","Number of items","4"
"Argentina","2003","Turbines; parts of turbo-jets and turbo-propellers","Export","105979","3550","Weight in kilograms","3550"
"Argentina","2003","Turbines; parts of turbo-jets and turbo-propellers","Import","3241608","6351","Weight in kilograms","6351"
"Argentina","2003","Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)","Export","3636643","104755","Weight in kilograms","104755"
"Argentina","2003","Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)","Import","26003157","64025","Weight in kilograms","64025"
"Argentina","2003","Engines; hydraulic power engines and motors, linear acting (cylinders)","Export","2149916","299124","Number of items","3682"
"Argentina","2003","Engines; hydraulic power engines and motors, linear acting (cylinders)","Import","3613192","282335","Number of items","18615"
"Argentina","2003","Engines; hydraulic power engines and motors, other than linear acting (cylinders)","Export","453412","25118","No Quantity",""
"Argentina","2003","Engines; hydraulic power engines and motors, other than linear acting (cylinders)","Import","2039364","122626","Number of items","51310"
"Argentina","2003","Engines; pneumatic power engines and motors, linear acting (cylinders)","Export","500377","32382","No Quantity",""
"Argentina","2003","Engines; pneumatic power engines and motors, linear acting (cylinders)","Import","2532530","94537","Number of items","106769"
"Argentina","2003","Engines; pneumatic power engines and motors, other than linear acting (cylinders)","Export","85613","4024","No Quantity",""
"Argentina","2003","Engines; pneumatic power engines and motors, other than linear acting (cylinders)","Import","1654540","100353","Number of items","5494"
"Argentina","2003","Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412","Export","634341","239057","No Quantity",""
"Argentina","2003","Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412","Import","127251","5123","Number of items","345"
"Argentina","2003","Engines; parts, for engines and motors of heading no. 8412","Export","1687947","201317","Weight in kilograms","201317"
"Argentina","2003","Engines; parts, for engines and motors of heading no. 8412","Import","3770359","103057","Weight in kilograms","103057"
"Argentina","2003","Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages","Export","89428","10817","Number of items","92"
"Argentina","2003","Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages","Import","770930","39571","Number of items","798"
"Argentina","2003","Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants","Export","39810","775","No Quantity",""
"Argentina","2003","Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants","Import","436560","5670","Number of items","15282"
"Argentina","2003","Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19","Export","461855","25036","No Quantity",""
"Argentina","2003","Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19","Import","3270500","169991","Number of items","67209678"
"Argentina","2003","Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines","Export","13591841","1479993","Number of items","132367"
"Argentina","2003","Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines","Import","23622657","1294711","Number of items","453028"
"Argentina","2003","Pumps; concrete pumps","Export","45000","12985","Number of items","2"
"Argentina","2003","Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Export","1831125","147824","No Quantity",""
"Argentina","2003","Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Import","6965441","446226","Number of items","130994"
"Argentina","2003","Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Export","3220996","192428","No Quantity",""
"Argentina","2003","Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Import","12246903","1136698","Number of items","197151"
"Argentina","2003","Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids","Export","11034648","635230","No Quantity",""
"Argentina","2003","Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids","Import","10979984","1395526","Number of items","553867"
"Argentina","2003","Pumps and liquid elevators; n.e.c. in heading no. 8413","Export","325852","17310","No Quantity",""
"Argentina","2003","Pumps and liquid elevators; n.e.c. in heading no. 8413","Import","2430551","218889","Number of items","107180"
"Argentina","2003","Liquid elevators","Export","69582","8025","No Quantity",""
"Argentina","2003","Liquid elevators","Import","148648","9490","Number of items","5870"
"Argentina","2003","Pumps; parts thereof","Export","17238825","7900153","Weight in kilograms","7900153"
"Argentina","2003","Pumps; parts thereof","Import","26533699","2125609","Weight in kilograms","2125609"
"Argentina","2003","Liquid elevators; parts thereof","Export","20400","999","Weight in kilograms","999"
"Argentina","2003","Liquid elevators; parts thereof","Import","52947","3422","Weight in kilograms","3422"
"Argentina","2003","Pumps; vacuum","Export","2006491","179243","No Quantity",""
"Argentina","2003","Pumps; vacuum","Import","1374305","97820","Number of items","44190"
"Argentina","2003","Pumps; hand or foot-operated air pumps","Export","6917","1162","Number of items","5831"
"Argentina","2003","Pumps; hand or foot-operated air pumps","Import","394272","172819","Number of items","479983"
"Argentina","2003","Compressors; of a kind used in refrigerating equipment","Export","1552424","206568","Number of items","11880"
"Argentina","2003","Compressors; of a kind used in refrigerating equipment","Import","30956697","6578662","Number of items","576026"
"Argentina","2003","Compressors; air compressors mounted on a wheeled chassis for towing","Export","380365","38553","Number of items","92"
"Argentina","2003","Compressors; air compressors mounted on a wheeled chassis for towing","Import","401084","21754","Number of items","8510"
"Argentina","2003","Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W","Export","143273","22964","Number of items","13278"
"Argentina","2003","Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W","Import","8579764","4042160","Number of items","970963"
"Argentina","2003","Fans; n.e.c. in item no. 8414.51","Export","1842747","249670","No Quantity",""
"Argentina","2003","Fans; n.e.c. in item no. 8414.51","Import","7773871","1285080","Number of items","872732"
"Argentina","2003","Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm","Export","246967","68862","No Quantity",""
"Argentina","2003","Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm","Import","972760","159661","Number of items","13520"
"Argentina","2003","Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414","Export","17444449","1615405","No Quantity",""
"Argentina","2003","Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414","Import","53060652","4620518","Number of items","175159"
"Argentina","2003","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan","Export","1992117","234974","Weight in kilograms","234974"
"Argentina","2003","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan","Import","14415219","466864","Weight in kilograms","466864"
"Argentina","2003","Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or "split-system"","Export","122017","22759","Number of items","601"
"Argentina","2003","Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or "split-system"","Import","39815804","7591610","Number of items","185070"
"Argentina","2003","Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles","Export","601196","28300","Number of items","1309"
"Argentina","2003","Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles","Import","3850488","446233","Number of items","12473"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)","Export","879577","160261","Number of items","2026"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)","Import","513589","79722","Number of items","953"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit","Export","1525203","310951","Number of items","4121"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit","Import","1722688","228290","Number of items","555"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit","Export","390476","75932","Number of items","1149"
"Argentina","2003","Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit","Import","6225630","773299","Number of items","34606"
"Argentina","2003","Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof","Export","2153625","150483","Weight in kilograms","150483"
"Argentina","2003","Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof","Import","10231444","1328791","Weight in kilograms","1328791"
"Argentina","2003","Furnaces; furnace burners, for liquid fuel","Import","23442","1362","Weight in kilograms","1362"
"Argentina","2003","Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners","Export","457231","19627","Weight in kilograms","19627"
"Argentina","2003","Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners","Import","564603","22181","Weight in kilograms","22181"
"Argentina","2003","Furnace accessories; mechanical stokers, mechanical grates, mechanical ash dischargers and similar appliances","Import","2720","3","Weight in kilograms","3"
"Argentina","2003","Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like","Export","151890","11102","Weight in kilograms","11102"
"Argentina","2003","Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like","Import","642495","12888","Weight in kilograms","12888"
"Argentina","2003","Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use","Export","37300","36648","Number of items","1"
"Argentina","2003","Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use","Import","599128","104756","Number of items","34"
"Argentina","2003","Ovens; non-electric, bakery ovens, including biscuit ovens","Export","1901182","303417","Number of items","661"
"Argentina","2003","Ovens; non-electric, bakery ovens, including biscuit ovens","Import","500762","43095","Number of items","12"
"Argentina","2003","Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417","Export","773881","234854","Number of items","113"
"Argentina","2003","Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417","Import","1731283","990821","Number of items","14"
"Argentina","2003","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use","Export","178158","70113","Weight in kilograms","70113"
"Argentina","2003","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use","Import","834501","50193","Weight in kilograms","50193"
"Argentina","2003","Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other","Export","1279715","347562","No Quantity",""
"Argentina","2003","Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other","Import","41316702","16242507","Number of items","225543"
"Argentina","2003","Refrigerators; for household use, compression-type, electric or other","Export","47421","19716","Number of items","318"
"Argentina","2003","Refrigerators; for household use, compression-type, electric or other","Import","7079687","3207442","Number of items","72468"
"Argentina","2003","Refrigerators, h-hold. type, absorption-type, electrical","Export","32118","5111","Number of items","375"
"Argentina","2003","Refrigerators, h-hold. type, absorption-type, electrical","Import","18092","4609","Number of items","388"
"Argentina","2003","Refrigerators; household, electric or not, other than compression-type","Export","5196","1166","Number of items","26"
"Argentina","2003","Refrigerators; household, electric or not, other than compression-type","Import","21090","3685","Number of items","659"
